id,Dimer_Name,Dimer_SMILES,Component_Name_A,Component_SMILES_A,Component_Name_B,Component_SMILES_B,Component_A_Energy_Hatree,Component_B_Energy_Hatree,Component_B_Thermal_correction_to_Gibbs_Free_Energy_Hatree,Component_B_Thermal_correction_to_Enthalpy_Hatree,Component_B_Entropy_J_per_mol_K,Component_A_HOMO_Hatree,Component_B_HOMO_Hatree,Component_A_Dipole_Debye,Component_B_Dipole_Debye,Component_A_LUMO_Hatree,Component_B_LUMO_Hatree,Component_B_Gibbs_Free_Energy_Hatree,Component_B_Enthalpy_Hatree,Dimer_Energy_Hatree,Dimer_Thermal_correction_to_Gibbs_Free_Energy_Hatree,Dimer_Thermal_correction_to_Enthalpy_Hatree,Dimer_Entropy_J_per_mol_K,Dimer_HOMO_Hatree,Dimer_LUMO_Hatree,Dimer_Dipole_Debye,Dimer_Gibbs_Free_Energy_Hatree,Dimer_Enthalpy_Hatree,Binding_energy_kJ_per_mol,Software,Source,Theory_Level
6854,Na+_electrolyte1258,COC1CCC(=O)CO1.[Na+],Na+,[Na+],electrolyte1258,COC1CCC(=O)CO1,-162.0502156,-460.2489503,0.117801,0.163109,398.982056,-1.43893,-0.25289,-162.0874601,-460.4478664,-0.26217,-0.03218,-460.1311493,-460.0858413,-622.3377865,0.114804,0.16644,454.7045680000001,-0.36731,-0.21673,-622.5820543,-622.2229825,-622.1713465,-101.3983853000041,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6855,Na+_electrolyte1259,CCOC1CC(=O)CO1.[Na+],Na+,[Na+],electrolyte1259,CCOC1CC(=O)CO1,-162.0502156,-460.260011,0.11699,0.16289,404.19532,-1.43893,-0.2528,-162.0874601,-460.4581599,-0.26217,-0.03529,-460.143021,-460.097121,-622.3681179,0.115765,0.166335,445.3114880000001,-0.39,-0.19099,-622.613695,-622.2523529,-622.2017829,-151.9936081499851,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6856,Na+_electrolyte1260,CC(=O)CC1CCCC1.[Na+],Na+,[Na+],electrolyte1260,CC(=O)CC1CCCC1,-162.0502156,-388.4456121,0.161262,0.210038,429.516888,-1.43893,-0.2508,-162.0874601,-388.6540801,-0.26217,-0.01803,-388.2843501,-388.2355741,-550.5516962,0.158933,0.213608,481.461248,-0.41256,-0.19943,-550.8026079,-550.3927632,-550.3380882,-146.6827467500813,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6857,Na+_electrolyte1261,CC(=O)CC1CCOC1.[Na+],Na+,[Na+],electrolyte1261,CC(=O)CC1CCOC1,-162.0502156,-424.3507691,0.139373,0.186856,418.136408,-1.43893,-0.25278,-162.0874601,-424.5532354,-0.26217,-0.0215,-424.2113961,-424.1639131,-586.4032257,0.138854,0.189179,443.1609120000001,-0.38882,-0.23179,-586.6494155,-586.2643717,-586.2140467,-5.88374550006921,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6858,Na+_electrolyte1262,CC(=O)CC1CCCO1.[Na+],Na+,[Na+],electrolyte1262,CC(=O)CC1CCCO1,-162.0502156,-424.3539578,0.139855,0.18688,414.094664,-1.43893,-0.24383,-162.0874601,-424.5572059,-0.26217,-0.01371,-424.2141028,-424.1670778,-586.4851677,0.140024,0.190175,441.6295680000001,-0.41472,-0.17935,-586.7349144,-586.3451437,-586.2949927000001,-212.650534650113,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6859,Na+_electrolyte1263,CC(=O)CC1COCO1.[Na+],Na+,[Na+],electrolyte1263,CC(=O)CC1COCO1,-162.0502156,-460.2633352,0.117076,0.163374,407.693144,-1.43893,-0.25389,-162.0874601,-460.4600265,-0.26217,-0.02795,-460.1462592,-460.0999612,-622.3502038,0.115398,0.166436,449.4369120000001,-0.38007,-0.20961,-622.5921799,-622.2348058,-622.1837678,-96.23245150015228,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6860,Na+_electrolyte1264,CC(=O)CC1OCCO1.[Na+],Na+,[Na+],electrolyte1264,CC(=O)CC1OCCO1,-162.0502156,-460.2628086,0.117044,0.163277,407.1241200000001,-1.43893,-0.24946,-162.0874601,-460.4590103,-0.26217,-0.01613,-460.1457646,-460.0995316,-622.3875455,0.116873,0.16656,437.5418,-0.40702,-0.18469,-622.6314276,-622.2706724999999,-622.2209855,-195.6556731498899,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6861,Na+_electrolyte1265,COC1OCOCC1=O.[Na+],Na+,[Na+],electrolyte1265,COC1OCOCC1=O,-162.0502156,-496.1608437,0.096921,0.140644,385.024232,-1.43893,-0.24563,-162.0874601,-496.3526163,-0.26217,-0.04728,-496.0639227,-496.0201997,-658.2573149,0.095705,0.144035,425.588112,-0.41911,-0.22378,-658.4952025,-658.1616099,-658.1132799,-121.4440777999868,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6862,Na+_electrolyte1266,CC(=O)C1OCC(C)O1.[Na+],Na+,[Na+],electrolyte1266,CC(=O)C1OCC(C)O1,-162.0502156,-460.2600244,0.116923,0.162719,403.279024,-1.43893,-0.24232,-162.0874601,-460.4578802,-0.26217,-0.03006,-460.1431014,-460.0973054,-622.3841426,0.116024,0.165966,439.792792,-0.41622,-0.19379,-622.6278338,-622.2681186,-622.2181766,-194.0312762999914,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6863,Na+_electrolyte1267,CC(=O)C1OCCCO1.[Na+],Na+,[Na+],electrolyte1267,CC(=O)C1OCCCO1,-162.0502156,-460.2610024,0.1169,0.162675,403.090744,-1.43893,-0.2419,-162.0874601,-460.4586868,-0.26217,-0.02716,-460.1441024,-460.0983274,-622.384144,0.116026,0.165966,439.771872,-0.41624,-0.19379,-622.6278338,-622.268118,-622.218178,-191.4672129999879,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6864,Na+_electrolyte1268,CC(=O)C1OCOCO1.[Na+],Na+,[Na+],electrolyte1268,CC(=O)C1OCOCO1,-162.0502156,-496.1773637,0.096743,0.140563,385.881952,-1.43893,-0.26372,-162.0874601,-496.3679804,-0.26217,-0.03702,-496.0806207,-496.0368007,-658.2945933,0.095714,0.143741,422.931272,-0.43381,-0.2004,-658.5311211,-658.1988792999999,-658.1508523,-175.9452569999263,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6865,Na+_electrolyte1269,CC1(C)OCC(=O)CO1.[Na+],Na+,[Na+],electrolyte1269,CC1(C)OCC(=O)CO1,-162.0502156,-460.2661012,0.118145,0.162135,387.371456,-1.43893,-0.24732,-162.0874601,-460.4622542,-0.26217,-0.0417,-460.1479562,-460.1039662,-622.3264051,0.114662,0.164577,439.554304,-0.36332,-0.22764,-622.565504,-622.2117431,-622.1618281,-26.48683165001762,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6866,Na+_electrolyte1270,CCC1OCC(=O)CO1.[Na+],Na+,[Na+],electrolyte1270,CCC1OCC(=O)CO1,-162.0502156,-460.2661001,0.118144,0.162135,387.3840080000001,-1.43893,-0.24733,-162.0874601,-460.4622542,-0.26217,-0.0417,-460.1479561,-460.1039651,-622.3560864,0.115389,0.165334,439.813712,-0.38149,-0.20946,-622.5983627,-622.2406973999999,-622.1907524,-104.4179728499022,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6867,Na+_electrolyte1271,COC1OCC(=O)CO1.[Na+],Na+,[Na+],electrolyte1271,COC1OCC(=O)CO1,-162.0502156,-496.1725845,0.095958,0.140246,389.999008,-1.43893,-0.25237,-162.0874601,-496.363742,-0.26217,-0.04055,-496.0766265,-496.0323385,-658.261061,0.094402,0.143327,430.830664,-0.39782,-0.20951,-658.4992869,-658.1666590000001,-658.117734,-100.4539929500304,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6868,Na+_electrolyte1272,CC1COC(=O)C1(C)C.[Na+],Na+,[Na+],electrolyte1272,CC1COC(=O)C1(C)C,-162.0502156,-424.3849567,0.142629,0.1868,388.969744,-1.43893,-0.26799,-162.0874601,-424.5884725,-0.26217,0.00676,-424.2423277,-424.1981567,-586.4420264,0.138918,0.189258,443.2948,-0.38856,-0.23095,-586.6884137,-586.3031084,-586.2527684,-17.99543955014451,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6869,Na+_electrolyte1273,CCC1(C)CCOC1=O.[Na+],Na+,[Na+],electrolyte1273,CCC1(C)CCOC1=O,-162.0502156,-424.3821786,0.142617,0.187265,393.174664,-1.43893,-0.26875,-162.0874601,-424.5859055,-0.26217,0.00643,-424.2395616,-424.1949135999999,-586.4945651,0.139492,0.190712,451.039384,-0.4308,-0.19471,-586.7414633,-586.3550731,-586.3038531000001,-163.2296979501817,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6870,Na+_electrolyte1274,CC1(C)CCCOC1=O.[Na+],Na+,[Na+],electrolyte1274,CC1(C)CCCOC1=O,-162.0502156,-424.3821762,0.142618,0.187265,393.166296,-1.43893,-0.2687,-162.0874601,-424.5859053,-0.26217,0.00646,-424.2395582,-424.1949112,-586.4422076,0.138506,0.190053,453.92216,-0.36645,-0.23719,-586.6859406,-586.3037016,-586.2521545999999,-25.7713828998838,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6871,Na+_electrolyte1275,CC1(C)COCOC1=O.[Na+],Na+,[Na+],electrolyte1275,CC1(C)COCOC1=O,-162.0502156,-460.287382,0.120588,0.163936,381.718872,-1.43893,-0.27522,-162.0874601,-460.4854588,-0.26217,-0.00797,-460.166794,-460.123446,-622.3978725,0.117515,0.167313,438.52504,-0.41975,-0.19601,-622.6396396,-622.2803574999999,-622.2305594999999,-158.2517499499149,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6872,Na+_electrolyte1276,CC1CC(C)(C)C(=O)O1.[Na+],Na+,[Na+],electrolyte1276,CC1CC(C)(C)C(=O)O1,-162.0502156,-424.3892721,0.141925,0.186445,392.0408,-1.43893,-0.26748,-162.0874601,-424.5934181,-0.26217,0.00849,-424.2473471,-424.2028271,-586.5034625,0.139911,0.189711,438.54596,-0.44347,-0.18999,-586.7504955,-586.3635515,-586.3137515,-167.9658373998053,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6873,Na+_electrolyte1277,CCC1(C)OCOC1=O.[Na+],Na+,[Na+],electrolyte1277,CCC1(C)OCOC1=O,-162.0502156,-460.2922771,0.118956,0.163474,392.01988,-1.43893,-0.27816,-162.0874601,-460.4905707,-0.26217,-0.0045,-460.1733211,-460.1288031,-622.3767974,0.116425,0.166178,438.119192,-0.41774,-0.21456,-622.6208522,-622.2603723999999,-622.2106194,-90.06698985001827,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6874,Na+_electrolyte1278,COC1(C)CCOC1=O.[Na+],Na+,[Na+],electrolyte1278,COC1(C)CCOC1=O,-162.0502156,-460.2791763,0.119494,0.163627,388.63084,-1.43893,-0.25106,-162.0874601,-460.4777661,-0.26217,-0.00116,-460.1596823,-460.1155493,-622.3887142,0.116471,0.166983,444.809408,-0.38189,-0.19703,-622.6303032,-622.2722431999999,-622.2217312,-155.7506986499016,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6875,Na+_electrolyte1279,CC1(C)OCCOC1=O.[Na+],Na+,[Na+],electrolyte1279,CC1(C)OCCOC1=O,-162.0502156,-460.2831718,0.119888,0.163393,383.103776,-1.43893,-0.26146,-162.0874601,-460.4817224,-0.26217,-0.00151,-460.1632838,-460.1197788,-622.3667448,0.116842,0.166355,436.006272,-0.40493,-0.21212,-622.6113042,-622.2499028,-622.2003898,-87.57985369999966,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6876,Na+_electrolyte1280,CC1OC(=O)C(C)(C)O1.[Na+],Na+,[Na+],electrolyte1280,CC1OC(=O)C(C)(C)O1,-162.0502156,-460.303584,0.118081,0.16252,391.337888,-1.43893,-0.27572,-162.0874601,-460.502378,-0.26217,-0.00257,-460.185503,-460.141064,-622.3879037,0.114926,0.165342,443.96424,-0.4142,-0.21528,-622.6323475,-622.2729777000001,-622.2225617,-89.54031455009437,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6877,Na+_electrolyte1281,CC1C(=O)OCC1(C)C.[Na+],Na+,[Na+],electrolyte1281,CC1C(=O)OCC1(C)C,-162.0502156,-424.3855876,0.142535,0.186587,387.915376,-1.43893,-0.26998,-162.0874601,-424.5890268,-0.26217,0.00383,-424.2430526,-424.1990006,-586.4982702,0.139487,0.190008,444.88472,-0.42978,-0.19464,-586.7446533,-586.3587832,-586.3082622,-164.0071084999203,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6878,Na+_electrolyte1282,CC(C)C1CCOC1=O.[Na+],Na+,[Na+],electrolyte1282,CC(C)C1CCOC1=O,-162.0502156,-424.3807307,0.142891,0.18734,391.417384,-1.43893,-0.2698,-162.0874601,-424.584794,-0.26217,0.00219,-424.2378397,-424.1933907,-586.4936122,0.139586,0.190864,451.554016,-0.43444,-0.19481,-586.7405275,-586.3540262,-586.3027482,-164.5293204500345,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6879,Na+_electrolyte1283,CC1CCOC(=O)C1C.[Na+],Na+,[Na+],electrolyte1283,CC1CCOC(=O)C1C,-162.0502156,-424.3776731,0.143656,0.187671,387.58484,-1.43893,-0.2652,-162.0874601,-424.5810959,-0.26217,-0.00084,-424.2340171,-424.1900021,-586.4928297,0.140683,0.191202,444.872168,-0.42715,-0.19333,-586.7392539,-586.3521467,-586.3016277,-170.5025955000866,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6880,Na+_electrolyte1284,CC1OCOC(=O)C1C.[Na+],Na+,[Na+],electrolyte1284,CC1OCOC(=O)C1C,-162.0502156,-460.2879617,0.120809,0.164242,382.467808,-1.43893,-0.27485,-162.0874601,-460.4857286,-0.26217,-0.00639,-460.1671527,-460.1237197,-622.3990558,0.117743,0.167548,438.583616,-0.41466,-0.19556,-622.6406307,-622.2813128,-622.2315078,-159.8365017501523,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6881,Na+_electrolyte1285,CCC1C(=O)OCC1C.[Na+],Na+,[Na+],electrolyte1285,CCC1C(=O)OCC1C,-162.0502156,-424.3775632,0.143256,0.187644,390.881832,-1.43893,-0.26904,-162.0874601,-424.5816979,-0.26217,0.00223,-424.2343072,-424.1899192,-586.4898863,0.140059,0.191072,449.223528,-0.42837,-0.1946,-586.7371199,-586.3498273,-586.2988143,-163.0632412499154,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6882,Na+_electrolyte1286,CCC1CCCOC1=O.[Na+],Na+,[Na+],electrolyte1286,CCC1CCCOC1=O,-162.0502156,-424.3761517,0.143553,0.188049,391.827416,-1.43893,-0.26613,-162.0874601,-424.5803275,-0.26217,-0.00271,-424.2325987,-424.1881027,-586.4412976,0.141163,0.190561,434.993744,-0.39312,-0.22288,-586.6877066,-586.3001346,-586.2507366,-39.19950265000833,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6883,Na+_electrolyte1287,COC(=O)C1CCCC1.[Na+],Na+,[Na+],electrolyte1287,COC(=O)C1CCCC1,-162.0502156,-424.376324,0.140701,0.188146,417.797504,-1.43893,-0.27396,-162.0874601,-424.580171,-0.26217,0.01011,-424.235623,-424.188178,-586.4818431,0.137185,0.191362,477.0806000000001,-0.43454,-0.19825,-586.729085,-586.3446581,-586.2904811,-145.1993392499462,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6884,Na+_electrolyte1288,CCC1COCOC1=O.[Na+],Na+,[Na+],electrolyte1288,CCC1COCOC1=O,-162.0502156,-460.2829069,0.121267,0.164875,384.0117040000001,-1.43893,-0.27585,-162.0874601,-460.4818361,-0.26217,-0.0076,-460.1616399,-460.1180319,-622.3928834,0.117585,0.168069,444.562552,-0.42018,-0.19536,-622.6356618,-622.2752984,-622.2248144,-156.9022429498895,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6885,Na+_electrolyte1289,COC(=O)C1CCOC1.[Na+],Na+,[Na+],electrolyte1289,COC(=O)C1CCOC1,-162.0502156,-460.2793856,0.118419,0.164912,409.421136,-1.43893,-0.25503,-162.0874601,-460.4774377,-0.26217,-0.00134,-460.1609666,-460.1144736,-622.4042281,0.119328,0.168543,433.37872,-0.42824,-0.1779,-622.6490151,-622.2849001,-622.2356851,-195.9329259498465,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6886,Na+_electrolyte1290,CC1OC(=O)C(C)C1C.[Na+],Na+,[Na+],electrolyte1290,CC1OC(=O)C(C)C1C,-162.0502156,-424.3874012,0.142752,0.186908,388.835856,-1.43893,-0.26793,-162.0874601,-424.5908099,-0.26217,0.0046,-424.2446492,-424.2004932,-586.501488,0.140646,0.190081,435.3284640000001,-0.44465,-0.19001,-586.7479404,-586.360842,-586.311407,-167.6938355999846,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6887,Na+_electrolyte1291,CCC1CC(C)OC1=O.[Na+],Na+,[Na+],electrolyte1291,CCC1CC(C)OC1=O,-162.0502156,-424.3855558,0.142151,0.187109,395.902632,-1.43893,-0.26783,-162.0874601,-424.5906886,-0.26217,0.00343,-424.2434048,-424.1984468,-586.4990864,0.138962,0.190601,454.7296720000001,-0.43246,-0.19397,-586.7469259,-586.3601244,-586.3084854,-166.2335324999703,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6888,Na+_electrolyte1292,CC1CCC(C)C(=O)O1.[Na+],Na+,[Na+],electrolyte1292,CC1CCC(C)C(=O)O1,-162.0502156,-424.3810949,0.142887,0.187374,391.756288,-1.43893,-0.26431,-162.0874601,-424.5855527,-0.26217,0.00017,-424.2382079,-424.1937209,-586.4987091,0.140995,0.19062,436.989512,-0.4412,-0.18915,-586.7465783,-586.3577141000001,-586.3080891000001,-176.9550243001229,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6889,Na+_electrolyte1293,CCC1COC(=O)C1C.[Na+],Na+,[Na+],electrolyte1293,CCC1COC(=O)C1C,-162.0502156,-424.3798679,0.14282,0.187624,394.538648,-1.43893,-0.26781,-162.0874601,-424.5834316,-0.26217,0.00259,-424.2370479000001,-424.1922439,-586.4356522,0.138914,0.189645,446.734048,-0.39005,-0.23389,-586.6824408,-586.2967382,-586.2460072,-14.62062185006874,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6890,Na+_electrolyte1294,CCCC1CCOC1=O.[Na+],Na+,[Na+],electrolyte1294,CCCC1CCOC1=O,-162.0502156,-424.3763509,0.142659,0.187764,397.195488,-1.43893,-0.27154,-162.0874601,-424.5808428,-0.26217,0.00342,-424.2336919,-424.1885869,-586.4892461,0.141513,0.191261,438.081536,-0.43135,-0.18741,-586.737777,-586.3477330999999,-586.2979850999999,-164.5652897999139,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6891,Na+_electrolyte1295,CC1COC(=O)C(C)C1.[Na+],Na+,[Na+],electrolyte1295,CC1COC(=O)C(C)C1,-162.0502156,-424.3749951,0.143331,0.187754,391.191448,-1.43893,-0.26511,-162.0874601,-424.5790319,-0.26217,0.00318,-424.2316641,-424.1872411,-586.4930547,0.139855,0.191103,451.282056,-0.42913,-0.19366,-586.7398934,-586.3531997,-586.3019517,-178.1244220000956,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6892,Na+_electrolyte1296,CC1OCC(C)C(=O)O1.[Na+],Na+,[Na+],electrolyte1296,CC1OCC(C)C(=O)O1,-162.0502156,-460.289796,0.119679,0.163878,389.220784,-1.43893,-0.27426,-162.0874601,-460.4888078,-0.26217,-0.00513,-460.170117,-460.125918,-622.4018982,0.117594,0.167003,435.098344,-0.42714,-0.19249,-622.6446377,-622.2843042,-622.2348952,-162.483268299947,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6893,Na+_electrolyte1297,COC1COC(=O)C1C.[Na+],Na+,[Na+],electrolyte1297,COC1COC(=O)C1C,-162.0502156,-460.2712249,0.119921,0.164274,390.572216,-1.43893,-0.26351,-162.0874601,-460.4694804,-0.26217,-0.00272,-460.1513039,-460.1069509,-622.3617145,0.116822,0.167298,444.48724,-0.3999,-0.21295,-622.6061078,-622.2448925,-622.1944165,-105.7393869998791,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6894,Na+_electrolyte1298,COCC1CCOC1=O.[Na+],Na+,[Na+],electrolyte1298,COCC1CCOC1=O,-162.0502156,-460.2715081,0.119255,0.164449,397.9820800000001,-1.43893,-0.25813,-162.0874601,-460.4703294,-0.26217,-0.00153,-460.1522531,-460.1070591,-622.402979,0.119452,0.168296,430.119384,-0.43,-0.17451,-622.6486091,-622.2835269999999,-622.2346829999999,-213.3357901498753,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6895,Na+_electrolyte1299,CC1CC(C)(C)OC1=O.[Na+],Na+,[Na+],electrolyte1299,CC1CC(C)(C)OC1=O,-162.0502156,-424.3921977,0.141662,0.186173,391.961304,-1.43893,-0.26835,-162.0874601,-424.5964762,-0.26217,0.00338,-424.2505357,-424.2060247,-586.5063452,0.138575,0.189579,449.135664,-0.43244,-0.19328,-586.7537316,-586.3677702000001,-586.3167662000001,-167.8532034501494,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6896,Na+_electrolyte1300,CCC1CC(C)C(=O)O1.[Na+],Na+,[Na+],electrolyte1300,CCC1CC(C)C(=O)O1,-162.0502156,-424.3864191,0.142034,0.18717,397.467448,-1.43893,-0.2694,-162.0874601,-424.5908114,-0.26217,0.00421,-424.2443851,-424.1992491,-586.498781,0.139811,0.190439,445.8261200000001,-0.44847,-0.19079,-586.74701,-586.35897,-586.308342,-163.1651106499866,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6897,Na+_electrolyte1301,COC1CC(C)C(=O)O1.[Na+],Na+,[Na+],electrolyte1301,COC1CC(C)C(=O)O1,-162.0502156,-460.2925968,0.118974,0.163867,395.321056,-1.43893,-0.27287,-162.0874601,-460.4915908,-0.26217,0.00128,-460.1736228,-460.1287298,-622.4033303,0.116193,0.16691,446.6210800000001,-0.43288,-0.1912,-622.6465294,-622.2871373,-622.2364203,-158.8897464499458,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6898,Na+_electrolyte1302,COC1(C)OCOC1=O.[Na+],Na+,[Na+],electrolyte1302,COC1(C)OCOC1=O,-162.0502156,-496.1955189,0.096289,0.140052,385.375688,-1.43893,-0.26763,-162.0874601,-496.3882003,-0.26217,-0.01352,-496.0992299,-496.0554669,-658.3031772,0.094429,0.143177,429.274216,-0.43748,-0.19141,-658.5416362,-658.2087482000001,-658.1600002,-150.8158088500634,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6899,Na+_electrolyte1303,CC(C)C1OCOC1=O.[Na+],Na+,[Na+],electrolyte1303,CC(C)C1OCOC1=O,-162.0502156,-460.2891514,0.119192,0.163726,392.157952,-1.43893,-0.28133,-162.0874601,-460.4875718,-0.26217,-0.00799,-460.1699594,-460.1254254,-622.3713073,0.117311,0.166665,434.608816,-0.41964,-0.21398,-622.6153372,-622.2539963,-622.2046423,-83.85925765008054,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6900,Na+_electrolyte1304,COC1C(=O)OCC1C.[Na+],Na+,[Na+],electrolyte1304,COC1C(=O)OCC1C,-162.0502156,-460.2771798,0.119668,0.163945,389.898592,-1.43893,-0.25363,-162.0874601,-460.476084,-0.26217,-0.00419,-460.1575118,-460.1132348,-622.3865644,0.116194,0.167261,449.692136,-0.38618,-0.19659,-622.6286745,-622.2703704,-622.2193034,-155.3482094999925,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6901,Na+_electrolyte1305,COC1CCCOC1=O.[Na+],Na+,[Na+],electrolyte1305,COC1CCCOC1=O,-162.0502156,-460.2737796,0.120643,0.164829,389.1036320000001,-1.43893,-0.25754,-162.0874601,-460.4727331,-0.26217,-0.00635,-460.1531366,-460.1089506,-622.3552431,0.116019,0.167669,454.830088,-0.39849,-0.2203,-622.6000289,-622.2392241,-622.1875741,-82.04136145010347,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
6902,Na+_electrolyte1306,CCC1OCCOC1=O.[Na+],Na+,[Na+],electrolyte1306,CCC1OCCOC1=O,-162.0502156,-460.2765816,0.120342,0.16434,387.442584,-1.43893,-0.26907,-162.0874601,-460.4756485,-0.26217,-0.00595,-460.1562396,-460.1122416,-622.3854133,0.117146,0.16775,445.612736,-0.39229,-0.1969,-622.6282869,-622.2682672999999,-622.2176633,-153.8965705499862,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
