id,Name,SMILES,Cation_type,Energy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Thermal_correction_to_Enthalpy_Hatree,Entropy_J_per_mol_K,HOMO_Hatree,LUMO_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV,Software,Source,Theory_Level
2276,c-c111+c-b3+c-b47,CC(C)(C)c1c(C2CCCC2)ccc2cccc[n+]12,pyridinium,-754.7611473,0.324293,0.38906,570.337776,-0.37774,-0.21545,4.8426,-754.4368542999999,-754.3720873,4.414288,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2277,c-c28+c-b86,Cc1ccc[n+](CCCc2ccc(Cl)cc2Cl)c1,pyridinium,-1556.0737231,0.22112,0.286662,577.16188,-0.36424,-0.23309,10.4101,-1555.8526031,-1555.7870611,3.56728,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2278,c-c108+c-b56+c-b60,C=CCc1cc[n+](CCCCCCCCCC)cc1,pyridinium,-758.3623782,0.379935,0.45653,674.498456,-0.38483,-0.22526,10.9924,-757.9824431999999,-757.9058481999999,4.340304000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2279,c-c77+c-b31,Cc1cccc[n+]1CCCCC(F)(F)F,pyridinium,-782.2115257,0.19898,0.257261,513.221992,-0.44992,-0.23826,10.5399,-782.0125457,-781.9542647000001,5.757152,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2280,c-c77+c-b32,Cc1cccc[n+]1CCCCC(F)(F)C(F)(F)C(F)F,pyridinium,-1158.5390763,0.223656,0.294226,621.436968,-0.43198,-0.23702,15.9944,-1158.3154203,-1158.2448503,5.302911999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2281,c-c133+c-b39+c-b41,COCCC[n+]1ccc(C2COC(C)(C)O2)cc1,pyridinium,-826.8198425,0.288549,0.357044,603.161256,-0.37633,-0.22369,6.5963,-826.5312935000001,-826.4627985000001,4.151808,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2282,c-c40+c-b28,C=CCCC(=O)C[n+]1cccc(C)c1,pyridinium,-596.5376248,0.20477,0.264465,525.673576,-0.3896,-0.24302,6.456,-596.3328548,-596.2731598,3.986975999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2283,c-c108+c-b19+c-b74,CC(=O)c1cc[n+](CCCCCCF)cc1,pyridinium,-736.3146647,0.245557,0.310945,575.80208,-0.4068,-0.25935,5.326,-736.0691077,-736.0037197,4.010639999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2284,c-c108+c-b36+c-b81,CCCCCC[n+]1ccc(-c2ccccc2)cc1,pyridinium,-715.4820118,0.295217,0.360787,577.41292,-0.37602,-0.22642,2.6051,-715.1867948,-715.1212248,4.06912,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2285,c-c133+c-b18+c-b31,CCC(=O)c1cc[n+](CCCCC(F)(F)F)cc1,pyridinium,-934.8295118,0.22869,0.297278,603.98132,-0.40353,-0.26156,4.7382,-934.6008218,-934.5322338,3.861584,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2286,c-c111+c-b4+c-b9,CC(F)c1ccc2cccc[n+]2c1CCO,pyridinium,-733.9223291,0.209735,0.266609,500.837352,-0.38925,-0.21916,3.4458,-733.7125940999999,-733.6557200999999,4.626448,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2287,c-c87+c-b27,Cc1cc[n+](CCC(C)C#N)cc1,pyridinium,-537.382265,0.191348,0.248489,503.180392,-0.43633,-0.24268,8.6479,-537.190917,-537.133776,5.26728,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2288,c-c108+c-b19+c-b38,C#CCc1cc[n+](CCCCCCF)cc1,pyridinium,-699.1354076,0.24594,0.311152,574.249816,-0.39758,-0.23212,7.2374,-698.8894676,-698.8242556,4.500512,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2289,c-c133+c-b36+c-b71,CCCCCCCC[n+]1ccc(-c2ccccc2)cc1,pyridinium,-794.0914296,0.346535,0.418739,635.8257440000001,-0.37551,-0.22571,5.602,-793.7448946,-793.6726906,4.07456,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2290,c-c133+c-b53+c-b76,COc1cc[n+](CCc2cccnc2)cc1,pyridinium,-688.8193386,0.210135,0.267919,508.83716,-0.37069,-0.2126,5.0441,-688.6092036,-688.5514196,4.300048,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2291,c-c108+c-b43+c-b44,CC(C)CCc1cc[n+](CCCCC#N)cc1,pyridinium,-694.6099131,0.294518,0.364416,615.524976,-0.43043,-0.2326,4.0994,-694.3153950999999,-694.2454971,5.380976,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2292,c-c133+c-b61+c-b79,CCCCCCCCCC[n+]1ccc(CCCO)cc1,pyridinium,-834.8146288,0.407453,0.486411,695.305488,-0.38274,-0.21921,11.3715,-834.4071758,-834.3282178000001,4.448016000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2293,c-c108+c-b27+c-b53,CC(C#N)CCC[n+]1ccc(-c2cccnc2)cc1,pyridinium,-784.4560104,0.255352,0.320854,576.814608,-0.37475,-0.23129,4.3354,-784.2006584,-784.1351563999999,3.902112000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2294,c-c111+c-b13+c-b40,CN(C)c1ccc2cccc[n+]2c1CCC#N,pyridinium,-707.0266857,0.224206,0.285107,536.292568,-0.35959,-0.21892,3.8298,-706.8024797,-706.7415787,3.826224,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2295,c-c25+c-b24,Cc1ccccc1CCC[n+]1ccccc1C,pyridinium,-676.1800473,0.270783,0.331444,534.175464,-0.3578,-0.22309,6.294,-675.9092642999999,-675.8486032999999,3.664112,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2296,c-c133+c-b48+c-b58,Cc1cccc(-c2cc[n+](CCCC(=O)O)cc2)c1,pyridinium,-825.4500161,0.252578,0.320154,595.077768,-0.36566,-0.22604,3.3082,-825.1974381,-825.1298621,3.797664,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2297,c-c101+c-b79,OCCCCC[n+]1ccccc1,pyridinium,-520.3618775,0.201917,0.254906,466.6206,-0.37754,-0.23984,6.0739,-520.1599605,-520.1069715,3.745439999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2298,c-c101+c-b58,O=C(O)CCC[n+]1ccccc1,pyridinium,-555.1023108,0.158101,0.208815,446.591792,-0.41237,-0.23862,6.2558,-554.9442098000001,-554.8934958000001,4.726,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2299,c-c65+c-b86,C[n+]1cccc(-c2ccc(Cl)cc2Cl)c1,pyridinium,-1438.1444668,0.14276,0.19966,501.050736,-0.37174,-0.24096,12.6505,-1438.0017068,-1437.9448068,3.557216,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2300,c-c40+c-b1,Cc1ccc[n+](CC(=O)C23CC4CC(CC(C4)C2)C3)c1,pyridinium,-830.0296498,0.332486,0.396523,563.9027840000001,-0.37951,-0.2277,10.4333,-829.6971638,-829.6331268,4.129232,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2301,c-c108+c-b23+c-b76,COCCC[n+]1ccc(-c2cccc(Cl)c2)cc1,pyridinium,-1171.6807902,0.235588,0.300445,571.128552,-0.36529,-0.22953,6.6169,-1171.4452022,-1171.3803452,3.692672,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2302,c-c111+c-b11+c-b76,COc1c(C(F)(F)F)ccc2cccc[n+]12,pyridinium,-853.7919747,0.139399,0.194045,481.206024,-0.40087,-0.23757,7.1441,-853.6525756999999,-853.5979297,4.441759999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2303,c-c40+c-b50,C=Cc1ccc(C(=O)C[n+]2cccc(C)c2)cc1,pyridinium,-748.9666047,0.224481,0.289871,575.818816,-0.33905,-0.22622,8.329,-748.7421237,-748.6767337,3.068976,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2304,c-c133+c-b36+c-b81,CCCc1cc[n+](CCc2ccccc2)cc1,pyridinium,-676.1812826,0.269264,0.331646,549.329912,-0.36954,-0.22185,4.6167,-675.9120186,-675.8496366,4.017168,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2305,c-c133+c-b13+c-b31,N#CCCCC[n+]1ccc(CCC(F)(F)F)cc1,pyridinium,-913.7515502,0.21835,0.28697,604.265832,-0.439,-0.24015,6.4757,-913.5332002,-913.4645802,5.40872,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2306,c-c111+c-b9+c-b18,CCC(=O)c1c(C(C)F)ccc2cccc[n+]12,pyridinium,-772.0127014,0.209726,0.27046,534.8198,-0.39893,-0.23342,7.2194,-771.8029753999999,-771.7422414,4.501872000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2307,c-c108+c-b28+c-b60,C=CCCCC[n+]1ccc(CCC=C)cc1,pyridinium,-639.2189893,0.279629,0.346304,587.144904,-0.35997,-0.22608,3.7643,-638.9393603,-638.8726853,3.641808,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2308,c-c99+c-b10,CCC(=O)C[n+]1ccc(C)cc1,pyridinium,-519.1659343,0.174997,0.229758,482.2227360000001,-0.40479,-0.2298,3.741,-518.9909373,-518.9361763,4.759727999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2309,c-c111+c-b43+c-b81,CCCc1ccc2cccc[n+]2c1CC#N,pyridinium,-651.6857473,0.210393,0.2678,505.527616,-0.40602,-0.23308,5.1466,-651.4753543,-651.4179473,4.703968,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2310,c-c133+c-b40+c-b86,CN(C)c1cc[n+](CCc2ccc(Cl)cc2Cl)cc1,pyridinium,-1611.4335407,0.236316,0.304625,601.525312,-0.35752,-0.18986,9.0431,-1611.1972247,-1611.1289157,4.560352,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2311,c-c133+c-b18+c-b76,CCC(=O)c1cc[n+](CCOC)cc1,pyridinium,-633.6717185,0.205703,0.264983,522.0209440000001,-0.39738,-0.25363,5.0136,-633.4660155,-633.4067355,3.91,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2312,c-c77+c-b3,Cc1cccc[n+]1CCC1CCCC1,pyridinium,-561.8658991,0.257207,0.313405,494.879336,-0.42391,-0.23116,6.5147,-561.6086921,-561.5524941,5.2428,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2313,c-c133+c-b11+c-b24,Cc1ccccc1CC[n+]1ccc(C(F)(F)F)cc1,pyridinium,-934.6085624,0.215479,0.281655,582.743336,-0.36911,-0.25104,5.8483,-934.3930834,-934.3269074,3.211504,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2314,c-c65+c-b50,C=Cc1ccc(-c2ccc[n+](C)c2)cc1,pyridinium,-596.3342784,0.193374,0.250034,498.950368,-0.33881,-0.2314,9.1924,-596.1409044000001,-596.0842444,2.921552,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2315,c-c40+c-b47,Cc1ccc[n+](CC(=O)C(C)(C)C)c1,pyridinium,-597.7794621,0.227135,0.286588,523.54392,-0.398,-0.23216,5.4194,-597.5523271000001,-597.4928741,4.510848,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2316,c-c133+c-b51+c-b76,COc1cc[n+](CCC2CCCCC2)cc1,pyridinium,-676.3942151,0.287849,0.348304,532.363792,-0.39954,-0.21233,6.5281,-676.1063661,-676.0459111,5.092112,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2317,c-c33+c-b8,CC#CCc1cc[n+](CCCCCC)cc1,pyridinium,-639.2133498,0.277564,0.34628,605.111,-0.3719,-0.22485,3.6905,-638.9357858,-638.8670698,3.99976,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2318,c-c111+c-b80+c-b81,CCCc1c(C(C)C)ccc2cccc[n+]12,pyridinium,-638.0656398,0.26662,0.325085,514.8370160000001,-0.38593,-0.21703,3.194,-637.7990198,-637.7405548,4.59408,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2319,c-c111+c-b10+c-b78,CCCCCc1c(CC)ccc2cccc[n+]12,pyridinium,-677.3734551,0.2913,0.35411,553.10388,-0.38578,-0.217,4.1622,-677.0821551,-677.0193451,4.590816,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2320,c-c133+c-b21+c-b74,CCCCCCCCCc1cc[n+](CCC(C)=O)cc1,pyridinium,-833.6158569,0.38107,0.461652,709.6064,-0.38231,-0.2203,12.8055,-833.2347869,-833.1542049000001,4.406671999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2321,c-c65+c-b16,C[n+]1cccc(CCCC#N)c1,pyridinium,-498.0773539,0.167856,0.220413,462.817344,-0.44319,-0.24325,8.834,-497.9094979,-497.8569409,5.438368,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2322,c-c133+c-b16+c-b71,CCCCCCCC[n+]1ccc(CCCC#N)cc1,pyridinium,-773.2221171,0.348378,0.423101,658.009312,-0.40498,-0.22966,5.4608,-772.8737391,-772.7990161,4.768704,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2323,c-c100+c-b16,C[n+]1ccc(CCCC#N)cc1,pyridinium,-498.0804084,0.167482,0.220427,466.231488,-0.44388,-0.24038,8.1031,-497.9129264,-497.8599814,5.5352,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2324,c-c108+c-b38+c-b78,C#CCCCC[n+]1ccc(CCCCC)cc1,pyridinium,-678.5117516,0.305449,0.375453,616.453824,-0.37641,-0.22537,2.831,-678.2063026000001,-678.1362986,4.108288000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2325,c-c111+c-b10+c-b86,CCc1c(-c2ccc(Cl)cc2Cl)ccc2cccc[n+]12,pyridinium,-1631.0742118,0.210896,0.2763,575.94852,-0.36284,-0.22288,11.0999,-1630.8633158,-1630.7979118,3.806912,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2326,c-c133+c-b28+c-b45,C=CCCc1cc[n+](CCC(=O)O)cc1,pyridinium,-671.8051302,0.210468,0.271569,538.045664,-0.37368,-0.22609,3.3761,-671.5946622,-671.5335612,4.014448,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2327,c-c108+c-b16+c-b40,CN(C)c1cc[n+](CCCCCCC#N)cc1,pyridinium,-710.6603182,0.284814,0.354169,610.742664,-0.37882,-0.1949,10.7751,-710.3755042,-710.3061492,5.002624,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2328,c-c108+c-b45+c-b68,CC(C)CCCCCC[n+]1ccc(C(=O)O)cc1,pyridinium,-790.9348561,0.310538,0.381246,622.6503280000001,-0.39704,-0.25752,8.557,-790.6243181000001,-790.5536101,3.794943999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2329,c-c108+c-b47+c-b78,CCCCCCCC[n+]1ccc(C(C)(C)C)cc1,pyridinium,-720.2919285,0.376998,0.449924,642.189608,-0.40204,-0.22165,6.1736,-719.9149305000001,-719.8420045,4.906607999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2330,c-c108+c-b30+c-b82,CCCCc1cc[n+](CCCCCCCC(C)C)cc1,pyridinium,-798.9004165,0.427643,0.508373,710.9118080000001,-0.38511,-0.22317,9.6498,-798.4727735,-798.3920435,4.404768,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2331,c-c100+c-b30,CCCCc1cc[n+](C)cc1,pyridinium,-445.1473893,0.195889,0.248352,461.988912,-0.44112,-0.23395,6.2982,-444.9515003,-444.8990373,5.635024,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2332,c-c133+c-b22+c-b74,CC(=O)CC[n+]1ccc(-c2ccc(Cl)cc2)cc1,pyridinium,-1170.4950836,0.21107,0.276322,574.605456,-0.36433,-0.22863,8.8081,-1170.2840136,-1170.2187616,3.69104,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2333,c-c18+c-b1,c1cc[n+](CC23CC4CC(CC(C4)C2)C3)cc1,pyridinium,-677.4007806,0.303688,0.357335,472.419624,-0.39287,-0.23476,8.7461,-677.0970926,-677.0434455999999,4.300592,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2334,c-c101+c-b56,CCCCCCCCC[n+]1ccccc1,pyridinium,-602.3620127,0.301267,0.364694,558.538896,-0.39611,-0.24004,12.2881,-602.0607457,-601.9973187,4.245104,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2335,c-c25+c-b73,Cc1cccc[n+]1CCCCC(C)C,pyridinium,-563.0691919,0.275285,0.334602,522.343112,-0.4197,-0.23141,7.4829,-562.7939068999999,-562.7345899,5.121488,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2336,c-c108+c-b27+c-b68,CC(C)CCCc1cc[n+](CCCC(C)C#N)cc1,pyridinium,-773.2309306,0.346284,0.42215,668.0802000000001,-0.41192,-0.21946,7.2743,-772.8846466,-772.8087806,5.234912,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2337,c-c108+c-b19+c-b47,CC(C)(C)c1cc[n+](CCCCCCF)cc1,pyridinium,-740.9215754,0.316895,0.385986,608.4121759999999,-0.4188,-0.22433,6.0116,-740.6046804,-740.5355894,5.289584,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2338,c-c99+c-b47,Cc1cc[n+](CC(=O)C(C)(C)C)cc1,pyridinium,-597.7819669,0.225966,0.286512,533.1629360000001,-0.39667,-0.22692,5.5002,-597.5560009000001,-597.4954549,4.6172,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2339,c-c111+c-b29+c-b45,CC(C)c1ccc2cccc[n+]2c1C(=O)O,pyridinium,-708.7143148,0.197754,0.255117,505.1343200000001,-0.40283,-0.23238,3.9487,-708.5165608,-708.4591978,4.636240000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2340,c-c133+c-b40+c-b41,CN(C)c1cc[n+](CCC2COC(C)(C)O2)cc1,pyridinium,-806.972776,0.301106,0.369654,603.638232,-0.36234,-0.18743,8.5088,-806.67167,-806.603122,4.757552,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2341,c-c108+c-b29+c-b46,Cc1ccc(CCC[n+]2ccc(C(C)C)cc2)cc1,pyridinium,-754.7961375,0.317731,0.388659,624.58752,-0.34668,-0.21738,5.4501,-754.4784065,-754.4074785,3.51696,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2342,c-c28+c-b29,Cc1ccc[n+](CCCC(C)C)c1,pyridinium,-523.7632591,0.247337,0.305424,511.5107360000001,-0.43389,-0.23456,5.4151,-523.5159221,-523.4578351,5.421776,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2343,c-c108+c-b10+c-b45,CCc1cc[n+](CCCC(=O)O)cc1,pyridinium,-633.7267587,0.207752,0.266117,513.96256,-0.40214,-0.22851,5.5535,-633.5190067,-633.4606417,4.722736,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2344,c-c108+c-b43+c-b61,CCCCCCCCc1cc[n+](CCCCC#N)cc1,pyridinium,-812.5216872,0.372336,0.451997,701.4894400000001,-0.39476,-0.23119,6.6926,-812.1493512,-812.0696902,4.449103999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2345,c-c111+c-b10+c-b43,CCc1c(CC#N)ccc2cccc[n+]12,pyridinium,-612.3828758,0.185377,0.238972,471.959384,-0.40506,-0.23379,6.7632,-612.1974988,-612.1439038,4.658543999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2346,c-c111+c-b11+c-b37,CC(O)Cc1c(C(F)(F)F)ccc2cccc[n+]12,pyridinium,-932.4156825,0.191163,0.252098,536.5896319999999,-0.39776,-0.23872,8.3856,-932.2245195,-932.1635845,4.325888,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2347,c-c108+c-b12+c-b28,C=CCCCCC[n+]1ccc(C(=O)C(C)(C)C)cc1,pyridinium,-793.0655132,0.333374,0.408507,661.6201040000001,-0.34969,-0.2493,4.1396,-792.7321392,-792.6570062000001,2.730608,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2348,c-c145+c-b8,CC#CCOC[n+]1ccccc1,pyridinium,-517.8836936,0.152615,0.207658,484.708032,-0.38832,-0.24246,4.9331,-517.7310786,-517.6760356,3.967392,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2349,c-c111+c-b11+c-b39,COCc1c(C(F)(F)F)ccc2cccc[n+]12,pyridinium,-893.0930641,0.165536,0.223287,508.552648,-0.41295,-0.24055,7.5127,-892.9275281,-892.8697771,4.689279999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2350,c-c133+c-b70+c-b74,CC(=O)CC[n+]1ccc(CCCS(=O)(=O)O)cc1,pyridinium,-1221.6089657,0.235037,0.306841,632.302816,-0.39225,-0.2289,12.831,-1221.3739287,-1221.3021247,4.44312,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2351,c-c108+c-b6+c-b83,CCCCCCCCC[n+]1ccc(CCN)cc1,pyridinium,-736.3330323,0.366223,0.440716,655.98844,-0.36549,-0.2169,10.39,-735.9668093,-735.8923163000001,4.041647999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2352,c-c133+c-b40+c-b53,CN(C)c1cc[n+](CCc2cccnc2)cc1,pyridinium,-708.2659889,0.246539,0.30913,551.175056,-0.36309,-0.19095,5.4195,-708.0194499,-707.9568589,4.682208,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2353,c-c18+c-b30,CCCCC[n+]1ccccc1,pyridinium,-445.1429276,0.198407,0.248797,443.725752,-0.44833,-0.2421,4.973,-444.9445206,-444.8941306,5.609456,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2354,c-c136+c-b10,CCCCCCCC[n+]1ccc(CC)cc1,pyridinium,-641.6782758,0.325257,0.393162,597.964728,-0.40301,-0.22592,8.2057,-641.3530188000001,-641.2851138000001,4.816847999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2355,c-c108+c-b36+c-b40,CN(C)CCC[n+]1ccc(-c2ccccc2)cc1,pyridinium,-731.5019697,0.283647,0.348717,572.9988,-0.31283,-0.22734,2.9196,-731.2183227,-731.1532527,2.325328,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2356,c-c133+c-b24+c-b35,CCC(C)c1cc[n+](CCc2ccccc2C)cc1,pyridinium,-754.7953363,0.318582,0.388594,616.5249520000001,-0.35839,-0.21659,4.2704,-754.4767543,-754.4067423,3.856959999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
